,cintID,id_recode,sessionID,Duration,question,state,age,politics,education,gender,answer,asocial_response,asocial_conf,asocial_qual,TrueChance,neighbors,p,condition,social_response,social_conf,social_qual,social_correct_ref,pol_recode,social_correct,asocial_correct,p_recode,cond_recode,state_recode
16,759d36b4-0019-fffd-fabc-00b6b0523b67,459,8bc05afa-9d99-4491-8c63-4e41c9af22f3_S1,286,KY_T_1,KY,18-24,Very Conservative,Some College,Female,True,True,92,It is probably correct,9.0,9,0.5,right,True,87,It is probably correct,1.0,0,True,True,False,2,1
17,759d36b4-0019-fffd-fabc-00b6b0523b67,459,8bc05afa-9d99-4491-8c63-4e41c9af22f3_S1,286,WA_F_1,WA,18-24,Very Conservative,Some College,Female,False,True,87,It is probably correct,15.0,6,0.5,unpoliticized,True,84,It is probably correct,0.0,0,False,False,False,0,9
18,759d36b4-0019-fffd-fabc-00b6b0523b67,459,8bc05afa-9d99-4491-8c63-4e41c9af22f3_S1,286,FL_F_1,FL,18-24,Very Conservative,Some College,Female,False,False,95,It is probably correct,36.0,10,0.5,right,False,88,It is probably correct,1.0,0,True,True,False,2,0
19,759d36b4-0019-fffd-fabc-00b6b0523b67,459,8bc05afa-9d99-4491-8c63-4e41c9af22f3_S1,286,MO_T_1,MO,18-24,Very Conservative,Some College,Female,True,True,89,It is probably correct,87.0,8,0.98,unpoliticized,True,87,It is probably correct,1.0,0,True,True,True,0,4
20,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,MT_F_1,MT,35-44,Conservative,College,Female,False,True,77,I am unsure if it is correct,100.0,4,0.98,left,True,95,It is probably correct,0.0,1,False,False,True,1,5
21,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,MO_F_1,MO,35-44,Conservative,College,Female,False,False,67,I am unsure if it is correct,18.0,8,0.98,right,False,93,It is probably correct,1.0,1,True,True,True,2,4
22,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,NJ_T_1,NJ,35-44,Conservative,College,Female,True,True,90,It is probably correct,7.0,5,0.5,right,False,81,I am unsure if it is correct,1.0,1,False,True,False,2,7
23,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,KY_F_1,KY,35-44,Conservative,College,Female,False,False,98,It is certainly correct,34.0,11,0.5,right,True,100,It is certainly correct,1.0,1,False,True,False,2,1
24,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,MN_T_1,MN,35-44,Conservative,College,Female,True,True,69,It is probably correct,86.0,3,0.5,unpoliticized,True,93,It is probably correct,1.0,1,True,True,False,0,3
25,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,MI_F_1,MI,35-44,Conservative,College,Female,False,True,80,It is probably correct,9.0,9,0.5,left,False,95,It is probably correct,0.0,1,True,False,False,1,2
26,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,ND_F_1,ND,35-44,Conservative,College,Female,False,True,70,I am unsure if it is correct,85.0,7,0.5,left,True,91,It is probably correct,0.0,1,False,False,False,1,6
27,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,FL_T_1,FL,35-44,Conservative,College,Female,True,True,100,It is certainly correct,7.0,9,0.5,right,True,99,It is certainly correct,1.0,1,True,True,False,2,0
28,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,WA_T_1,WA,35-44,Conservative,College,Female,True,True,71,It is probably correct,27.0,5,0.5,unpoliticized,False,88,It is probably correct,1.0,1,False,True,False,0,9
29,faab92f8-493c-5c3f-ccf0-a480b9770d21,963,69a1fa16-0c1b-4887-94d8-601cacb8485a_S1,302,OH_F_1,OH,35-44,Conservative,College,Female,False,False,100,It is certainly correct,44.0,12,0.5,unpoliticized,False,100,It is certainly correct,1.0,1,True,True,False,0,8
30,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,NJ_F_1,NJ,25-34,Liberal,College,Female,False,True,70,I am unsure if it is correct,92.0,7,0.98,right,True,82,It is probably correct,0.0,3,False,False,True,2,7
31,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,MO_T_1,MO,25-34,Liberal,College,Female,True,False,81,I am unsure if it is correct,49.0,8,0.98,unpoliticized,False,76,I am unsure if it is correct,0.0,3,False,False,True,0,4
32,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,MI_T_1,MI,25-34,Liberal,College,Female,True,False,96,It is probably correct,14.0,12,0.98,unpoliticized,False,88,It is probably correct,0.0,3,False,False,True,0,2
33,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,OH_T_1,OH,25-34,Liberal,College,Female,True,False,90,It is probably correct,94.0,6,0.5,unpoliticized,True,73,I am unsure if it is correct,0.0,3,True,False,False,0,8
34,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,MN_F_1,MN,25-34,Liberal,College,Female,False,True,85,It is probably correct,12.0,12,0.98,unpoliticized,False,71,It is probably correct,0.0,3,True,False,True,0,3
35,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,MT_T_1,MT,25-34,Liberal,College,Female,True,False,76,I am unsure if it is correct,4.0,10,0.98,right,False,86,It is probably correct,0.0,3,False,False,True,2,5
36,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,WA_T_1,WA,25-34,Liberal,College,Female,True,False,81,It is probably correct,24.0,3,0.5,unpoliticized,False,88,It is probably correct,0.0,3,False,False,False,0,9
37,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,ND_T_1,ND,25-34,Liberal,College,Female,True,False,81,It is probably correct,32.0,11,0.98,unpoliticized,False,71,I am unsure if it is correct,0.0,3,False,False,True,0,6
38,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,KY_F_1,KY,25-34,Liberal,College,Female,False,False,68,I am unsure if it is correct,34.0,7,0.5,unpoliticized,False,76,I am unsure if it is correct,1.0,3,True,True,False,0,1
39,e86a39b5-c4f6-eff6-0dbd-0f412734806c,894,5c30b59e-3f26-4836-8438-8c7e0465bd3d_S1,189,FL_F_1,FL,25-34,Liberal,College,Female,False,False,70,It is probably correct,60.0,9,0.5,unpoliticized,True,80,It is probably correct,1.0,3,False,True,False,0,0
40,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,MI_F_1,MI,45-54,Conservative,Graduate Degree or Higher,Male,False,True,100,It is certainly correct,1.0,7,0.5,left,False,77,It is probably correct,0.0,1,True,False,False,1,2
41,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,MT_F_1,MT,45-54,Conservative,Graduate Degree or Higher,Male,False,True,100,It is certainly correct,88.0,8,0.5,left,True,76,It is probably correct,0.0,1,False,False,False,1,5
42,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,OH_F_1,OH,45-54,Conservative,Graduate Degree or Higher,Male,False,True,100,It is certainly correct,85.0,6,0.98,left,True,90,It is probably correct,0.0,1,False,False,True,1,8
43,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,WA_T_1,WA,45-54,Conservative,Graduate Degree or Higher,Male,True,True,100,It is certainly correct,91.0,3,0.5,right,True,76,It is probably correct,1.0,1,True,True,False,2,9
44,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,FL_T_1,FL,45-54,Conservative,Graduate Degree or Higher,Male,True,True,100,It is certainly correct,10.0,6,0.5,right,True,76,It is probably correct,1.0,1,True,True,False,2,0
45,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,ND_T_1,ND,45-54,Conservative,Graduate Degree or Higher,Male,True,True,76,It is probably correct,79.0,7,0.98,unpoliticized,False,69,It is probably correct,1.0,1,False,True,True,0,6
46,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,MO_F_1,MO,45-54,Conservative,Graduate Degree or Higher,Male,False,True,100,It is certainly correct,92.0,8,0.98,left,True,90,It is probably correct,0.0,1,False,False,True,1,4
47,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,KY_F_1,KY,45-54,Conservative,Graduate Degree or Higher,Male,False,True,100,It is certainly correct,90.0,8,0.5,unpoliticized,True,80,It is probably correct,0.0,1,False,False,False,0,1
48,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,MN_F_1,MN,45-54,Conservative,Graduate Degree or Higher,Male,False,True,80,It is probably correct,83.0,9,0.98,unpoliticized,True,73,It is probably correct,0.0,1,False,False,True,0,3
49,596dcc45-324c-072d-0a4d-fa46ed0b9690,360,8b634565-4dfb-4d96-85e6-2cc6f9eb886d_S1,399,NJ_T_1,NJ,45-54,Conservative,Graduate Degree or Higher,Male,True,True,90,It is probably correct,37.0,13,0.5,unpoliticized,True,70,It is probably correct,1.0,1,True,True,False,0,7
50,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,WA_T_1,WA,25-34,Moderate,High School,Female,True,False,81,It is probably correct,90.0,7,0.5,left,True,94,It is probably correct,0.0,2,True,False,False,1,9
51,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,MN_T_1,MN,25-34,Moderate,High School,Female,True,True,86,It is probably correct,55.0,11,0.5,right,True,85,It is probably correct,1.0,2,True,True,False,2,3
52,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,OH_F_1,OH,25-34,Moderate,High School,Female,False,True,81,It is probably correct,10.0,8,0.5,right,False,86,It is probably correct,0.0,2,True,False,False,2,8
53,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,ND_T_1,ND,25-34,Moderate,High School,Female,True,True,76,I am unsure if it is correct,22.0,7,0.5,left,False,85,It is probably correct,1.0,2,False,True,False,1,6
54,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,MT_F_1,MT,25-34,Moderate,High School,Female,False,False,50,I am unsure if it is correct,0.0,7,0.98,left,False,95,It is certainly correct,1.0,2,True,True,True,1,5
55,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,MI_T_1,MI,25-34,Moderate,High School,Female,True,False,51,I am unsure if it is correct,15.0,13,0.5,right,False,87,It is probably correct,0.0,2,False,False,False,2,2
56,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,FL_T_1,FL,25-34,Moderate,High School,Female,True,True,83,It is probably correct,83.0,4,0.98,left,True,90,It is probably correct,1.0,2,True,True,True,1,0
57,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,MO_F_1,MO,25-34,Moderate,High School,Female,False,True,85,It is probably correct,97.0,11,0.5,right,True,94,It is certainly correct,0.0,2,False,False,False,2,4
58,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,NJ_T_1,NJ,25-34,Moderate,High School,Female,True,False,50,I am unsure if it is correct,100.0,5,0.5,right,True,86,It is probably correct,0.0,2,True,False,False,2,7
59,421547f0-484b-8e56-72f8-713e607ef323,248,37363314-5299-4a42-90dd-76b2a07ad5a6_S1,329,KY_T_1,KY,25-34,Moderate,High School,Female,True,True,80,It is probably correct,94.0,8,0.98,left,True,85,It is probably correct,1.0,2,True,True,True,1,1
60,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,OH_T_1,OH,25-34,Liberal,Some College,Female,True,True,85,It is probably correct,86.0,10,0.98,unpoliticized,True,81,It is probably correct,1.0,3,True,True,True,0,8
61,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,FL_F_1,FL,25-34,Liberal,Some College,Female,False,True,55,I am unsure if it is correct,76.0,7,0.98,unpoliticized,True,54,I am unsure if it is correct,0.0,3,False,False,True,0,0
62,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,MI_F_1,MI,25-34,Liberal,Some College,Female,False,True,80,It is probably correct,86.0,8,0.98,unpoliticized,True,67,It is probably correct,0.0,3,False,False,True,0,2
63,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,MO_T_1,MO,25-34,Liberal,Some College,Female,True,True,53,I am unsure if it is correct,53.0,11,0.5,left,True,52,I am unsure if it is correct,1.0,3,True,True,False,1,4
64,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,ND_T_1,ND,25-34,Liberal,Some College,Female,True,True,55,I am unsure if it is correct,39.0,13,0.98,unpoliticized,True,52,I am unsure if it is correct,1.0,3,True,True,True,0,6
65,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,KY_F_1,KY,25-34,Liberal,Some College,Female,False,False,54,I am unsure if it is correct,9.0,9,0.98,unpoliticized,False,52,I am unsure if it is correct,1.0,3,True,True,True,0,1
66,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,MT_T_1,MT,25-34,Liberal,Some College,Female,True,False,52,I am unsure if it is correct,35.0,7,0.5,unpoliticized,False,52,I am unsure if it is correct,0.0,3,False,False,False,0,5
67,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,WA_T_1,WA,25-34,Liberal,Some College,Female,True,True,60,It is probably correct,20.0,3,0.5,left,True,78,It is probably correct,1.0,3,True,True,False,1,9
68,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,MN_T_1,MN,25-34,Liberal,Some College,Female,True,True,65,It is probably correct,99.0,5,0.98,left,True,71,It is probably correct,1.0,3,True,True,True,1,3
69,47986f00-730f-a433-ff08-59b318cb37da,280,b62b9066-fbd2-4c13-906a-9172f7dbb101_S1,409,NJ_T_1,NJ,25-34,Liberal,Some College,Female,True,True,75,It is probably correct,9.0,10,0.5,left,True,76,It is probably correct,1.0,3,True,True,False,1,7
70,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,FL_F_1,FL,55-64,Conservative,College,Female,False,False,100,It is certainly correct,76.0,8,0.5,right,False,100,It is certainly correct,1.0,1,True,True,False,2,0
71,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,ND_F_1,ND,55-64,Conservative,College,Female,False,True,100,It is certainly correct,56.0,6,0.98,unpoliticized,True,100,It is certainly correct,0.0,1,False,False,True,0,6
72,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,KY_T_1,KY,55-64,Conservative,College,Female,True,True,100,It is certainly correct,78.0,8,0.5,unpoliticized,True,100,It is certainly correct,1.0,1,True,True,False,0,1
73,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,MT_F_1,MT,55-64,Conservative,College,Female,False,False,100,It is certainly correct,14.0,14,0.98,unpoliticized,True,100,It is certainly correct,1.0,1,False,True,True,0,5
74,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,MO_T_1,MO,55-64,Conservative,College,Female,True,True,100,It is certainly correct,49.0,8,0.5,unpoliticized,True,100,It is certainly correct,1.0,1,True,True,False,0,4
75,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,WA_T_1,WA,55-64,Conservative,College,Female,True,True,100,It is certainly correct,90.0,11,0.5,right,True,100,It is certainly correct,1.0,1,True,True,False,2,9
76,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,MI_T_1,MI,55-64,Conservative,College,Female,True,True,100,It is certainly correct,100.0,9,0.98,right,True,100,It is certainly correct,1.0,1,True,True,True,2,2
77,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,OH_F_1,OH,55-64,Conservative,College,Female,False,False,100,It is certainly correct,66.0,11,0.5,right,False,100,It is certainly correct,1.0,1,True,True,False,2,8
78,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,NJ_F_1,NJ,55-64,Conservative,College,Female,False,True,100,It is certainly correct,93.0,11,0.5,unpoliticized,True,100,It is certainly correct,0.0,1,False,False,False,0,7
79,4019614c-171e-a8e2-7e44-573292f41396,236,ffc3009f-da15-4340-89e3-16edb370fc17_S1,355,MN_F_1,MN,55-64,Conservative,College,Female,False,True,100,It is certainly correct,76.0,11,0.5,left,True,100,It is certainly correct,0.0,1,False,False,False,1,3
80,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,KY_F_1,KY,35-44,Very Liberal,High School,Female,False,True,63,I am unsure if it is correct,86.0,4,0.98,right,True,80,It is probably correct,0.0,4,False,False,True,2,1
81,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,NJ_T_1,NJ,35-44,Very Liberal,High School,Female,True,True,70,I am unsure if it is correct,100.0,6,0.98,left,True,90,It is probably correct,1.0,4,True,True,True,1,7
82,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,MO_F_1,MO,35-44,Very Liberal,High School,Female,False,True,70,It is probably correct,50.0,6,0.5,right,True,70,It is probably correct,0.0,4,False,False,False,2,4
83,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,OH_T_1,OH,35-44,Very Liberal,High School,Female,True,True,75,It is probably correct,91.0,5,0.5,left,True,95,It is certainly correct,1.0,4,True,True,False,1,8
84,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,MI_F_1,MI,35-44,Very Liberal,High School,Female,False,True,76,It is probably correct,4.0,10,0.98,unpoliticized,True,70,It is probably correct,0.0,4,False,False,True,0,2
85,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,FL_T_1,FL,35-44,Very Liberal,High School,Female,True,True,90,It is probably correct,96.0,2,0.5,left,True,100,It is certainly correct,1.0,4,True,True,False,1,0
86,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,WA_T_1,WA,35-44,Very Liberal,High School,Female,True,True,65,I am unsure if it is correct,75.0,8,0.5,unpoliticized,True,83,It is probably correct,1.0,4,True,True,False,0,9
87,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,MT_F_1,MT,35-44,Very Liberal,High School,Female,False,True,69,It is probably correct,85.0,7,0.98,right,True,89,It is probably correct,0.0,4,False,False,True,2,5
88,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,ND_F_1,ND,35-44,Very Liberal,High School,Female,False,False,67,I am unsure if it is correct,9.0,5,0.5,left,False,80,It is probably correct,1.0,4,True,True,False,1,6
89,8eb62600-9444-ed4f-d108-109d3d83d0d5,550,cd6da8fa-7304-42f3-88c6-2bb515c2fd78_S1,439,MN_F_1,MN,35-44,Very Liberal,High School,Female,False,True,90,It is certainly correct,60.0,5,0.5,right,True,90,It is probably correct,0.0,4,False,False,False,2,3
90,82a1133e-7b3f-d829-c636-258a1948deea,505,47d749cf-6d2c-455d-9ca4-deb2ccf561cb_S1,408,OH_F_1,OH,35-44,Conservative,Some College,Female,False,False,59,I am unsure if it is correct,8.0,7,0.5,right,False,64,I am unsure if it is correct,1.0,1,True,True,False,2,8
91,82a1133e-7b3f-d829-c636-258a1948deea,505,47d749cf-6d2c-455d-9ca4-deb2ccf561cb_S1,408,KY_F_1,KY,35-44,Conservative,Some College,Female,False,True,61,I am unsure if it is correct,85.0,7,0.98,left,True,67,I am unsure if it is correct,0.0,1,False,False,True,1,1
92,82a1133e-7b3f-d829-c636-258a1948deea,505,47d749cf-6d2c-455d-9ca4-deb2ccf561cb_S1,408,MI_T_1,MI,35-44,Conservative,Some College,Female,True,True,68,I am unsure if it is correct,14.0,14,0.5,unpoliticized,True,59,I am unsure if it is correct,1.0,1,True,True,False,0,2
93,82a1133e-7b3f-d829-c636-258a1948deea,505,47d749cf-6d2c-455d-9ca4-deb2ccf561cb_S1,408,NJ_T_1,NJ,35-44,Conservative,Some College,Female,True,True,95,It is probably correct,100.0,11,0.98,right,True,93,It is probably correct,1.0,1,True,True,True,2,7
