,conf,answer,question,correct,correct_conf,incorrect_conf,difficulty,pol_recode,DEM_1,DEM_2,DEM_3,DEM_4,BSS,WSS,EIS,HBS,NUMS,RIS,CintID,edu_recode,id_recode
111,0.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,55-64,Moderate,High School,Male,2.0,3,3.4,2,3,3.6,a1986e98-d785-98c9-728f-58b37c6fe04c,1,302
112,1.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,45-54,Very Conservative,High School,Male,0.3333333333333333,1,1.6,1,0,2.4,336f2490-c46f-d13d-8587-1244ee497247,1,96
113,0.52,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,1,25-34,Conservative,Graduate Degree or Higher,Female,2.6666666666666665,2,2.0,3,3,3.6,f55b8b7d-f4f1-7c8d-b16a-bd70e9fa42a9,4,476
116,0.6799999999999999,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,55-64,Moderate,High School,Female,2.0,2,3.2,1,3,2.6,b12170a7-5e2d-9976-cbb0-460ae827687e,1,333
117,0.6200000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,3,65+,Liberal,College,Male,1.1666666666666667,4,1.0,4,3,4.0,fee6939a-de96-623a-0c8d-a5cd52a4684e,3,496
121,0.8,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,2,65+,Moderate,Some College,Female,2.3333333333333335,3,2.0,2,3,2.4,7c955f96-4ff0-5a91-7f81-69be4fc77641,2,241
126,0.8200000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,55-64,Very Liberal,College,Female,3.0,4,3.6,1,3,3.2,d22c0b38-ecf5-fe5f-c62f-3d07c1f0d9e1,3,397
127,0.74,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,1,35-44,Conservative,College,Female,3.8333333333333335,2,2.0,2,2,2.2,cef7d682-8c42-2194-1d95-e0dcb472bb56,3,393
136,0.8600000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,1,65+,Conservative,College,Female,3.1666666666666665,4,1.2,1,0,2.6,fef3395c-cf61-cd3d-194b-0fd81f697984,3,497
137,0.56,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,35-44,Moderate,College,Female,1.5,4,3.6,1,3,2.6,ed6241fc-a1f0-b04e-88eb-774911fa9628,3,458
138,0.3799999999999999,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,3,35-44,Liberal,Some High School,Male,2.3333333333333335,0,2.0,1,1,2.6,dfe3f674-309c-0087-0963-c0c8c07607a0,0,420
139,1.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,45-54,Very Conservative,Some College,Male,0.6666666666666666,2,2.2,2,3,1.8,a364220c-f837-d5dc-8e1b-144fd9064eda,2,308
141,0.76,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,2,25-34,Moderate,College,Male,3.1666666666666665,1,2.2,3,2,2.6,ba4b6277-d49c-8bdb-a160-5460649663ae,3,353
142,0.0,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,1,18-24,Conservative,College,Female,2.1666666666666665,2,2.6,2,2,3.0,b42fb89d-280d-496a-c58a-8e04b77f9f49,3,339
143,0.3999999999999999,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,4,45-54,Very Liberal,College,Female,1.1666666666666667,1,1.8,1,0,2.6,b86dc649-0742-317d-875e-f0468e713e9d,3,348
144,0.6200000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,55-64,Moderate,High School,Male,1.8333333333333333,1,2.0,0,1,2.4,bc5ad98e-515c-2f03-b099-ef71a16de65a,1,358
145,0.0,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,0,35-44,Very Conservative,Graduate Degree or Higher,Female,0.16666666666666666,4,1.8,2,2,3.4,ac11e1a1-60e8-195e-fbb6-d73aafcb5676,4,322
149,0.15999999999999992,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,65+,Very Conservative,Some College,Female,0.0,3,2.2,2,3,1.2,5c784f2a-8410-b83a-923d-79534414b2fe,2,176
152,0.94,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,35-44,Very Liberal,College,Female,1.5,1,2.0,2,2,1.2,4f48218b-5002-d7fd-a29c-17635568e652,3,151
154,0.0,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,1,18-24,Conservative,College,Female,0.0,3,3.6,2,3,2.8,e434313f-7b22-c54f-de28-071fe6164deb,3,435
156,1.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,45-54,Moderate,Graduate Degree or Higher,Female,1.0,3,0.8,1,3,2.6,77ef5d67-22ba-b45d-0570-6bc4015015b2,4,231
157,0.6200000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,65+,Very Conservative,Some College,Female,1.1666666666666667,5,2.0,0,3,3.4,e274b205-a9a2-4666-9e12-845f0daa9fd1,2,430
158,0.6000000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,25-34,Moderate,Graduate Degree or Higher,Female,3.0,4,1.8,0,1,1.6,42c1b33c-d493-b60e-2b2b-85ea7c9562e5,4,132
159,0.96,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,3,45-54,Liberal,Graduate Degree or Higher,Male,2.1666666666666665,2,2.4,3,3,3.2,7f112d90-4ac8-fb5c-fb87-1b3a011a7d44,4,249
160,0.28,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,2,55-64,Moderate,Graduate Degree or Higher,Female,2.6666666666666665,2,1.6,1,3,2.4,bcda5337-87be-a5b8-3020-65f1475fb0e3,4,359
163,0.19999999999999996,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,4,65+,Very Liberal,College,Male,0.0,5,2.6,4,3,3.6,0be3288c-260f-ecee-099b-1ec8a34b1058,3,19
164,0.74,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,3,35-44,Liberal,Graduate Degree or Higher,Male,1.6666666666666667,5,2.6,4,3,3.4,b3ba6450-544f-b2c9-5047-52911a0a6285,4,338
165,0.3999999999999999,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,55-64,Very Liberal,College,Female,3.5,2,3.2,3,3,2.8,4f5a9ebe-6c1c-68f0-b0a9-a8719736dd68,3,153
167,0.45999999999999996,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,2,45-54,Moderate,Some College,Female,0.6666666666666666,5,2.6,2,2,2.6,e2fd16e5-f117-e0ca-17f2-20d6813e4731,2,432
168,1.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,3,25-34,Liberal,Some College,Male,2.0,3,2.2,0,3,2.0,f08371e6-d50e-d47d-69f1-47a8e7d8e432,2,468
169,0.32000000000000006,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,3,18-24,Liberal,College,Female,2.1666666666666665,3,3.0,1,2,2.2,f8cab979-bb1d-6f9c-206e-8fe1d94f8cad,3,483
171,0.8999999999999999,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,55-64,Very Liberal,High School,Female,2.8333333333333335,2,3.2,2,2,2.8,67d22c30-e16e-dbce-3827-1af9eb5a57e4,1,199
172,0.8600000000000001,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,0,25-34,Very Conservative,Graduate Degree or Higher,Male,3.6666666666666665,0,1.6,1,0,2.6,5c21edad-63ae-3938-cbba-db0acd796a79,4,174
173,0.26,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,1,65+,Conservative,Some College,Male,2.0,3,1.8,2,3,1.4,42d2732a-f0f9-854e-383d-45f952d239fe,2,133
176,0.19999999999999996,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,1,45-54,Conservative,Some College,Female,1.3333333333333333,4,2.8,2,3,2.0,dc3013b1-18aa-c51a-daa6-251b0bc3ad6b,2,413
181,0.6399999999999999,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,1,25-34,Conservative,College,Female,0.3333333333333333,1,2.0,1,1,2.0,0631afbe-fee6-0529-dba9-991a2530c96b,3,5
182,0.72,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,55-64,Very Liberal,Some College,Female,0.8333333333333334,3,1.8,3,1,2.0,5a02c131-d4e7-3872-e826-f729959ee2e5,2,171
186,0.6399999999999999,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,4,35-44,Very Liberal,Graduate Degree or Higher,Female,3.0,4,3.4,3,2,2.2,dedb3b62-0e1a-c13d-3175-0df03d6c38b6,4,416
187,0.9199999999999999,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,45-54,Moderate,College,Male,2.6666666666666665,3,1.6,0,1,3.8,bf52e3ac-6001-1696-b8bb-d579f7f7c97b,3,364
189,0.19999999999999996,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,3,25-34,Liberal,College,Female,2.0,4,1.6,1,1,2.4,e227fe8a-31db-0be9-cd9d-c80c0dac875e,3,428
190,0.040000000000000036,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,25-34,Very Conservative,College,Female,3.1666666666666665,0,2.8,1,0,1.8,3c0105eb-2035-a076-ebfc-332ad173963c,3,119
191,0.9199999999999999,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,1,35-44,Conservative,Some High School,Male,1.6666666666666667,1,1.8,1,2,2.4,725df4ea-4638-027f-b7fd-c276931bf13e,0,218
194,0.8200000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,1,35-44,Conservative,College,Male,0.8333333333333334,2,2.4,4,3,2.8,a84940d0-d6cc-963b-a3c7-7662df8f6105,3,316
196,0.98,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,55-64,Very Liberal,Graduate Degree or Higher,Male,1.5,3,1.8,3,3,2.6,b049fe69-47e3-28be-a37e-c86213c2f1b4,4,330
197,1.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,18-24,Very Liberal,Some College,Female,1.8333333333333333,0,2.4,1,0,2.2,ed9a09e0-46f2-b56f-70f7-3fb11e4d7334,2,459
198,0.6599999999999999,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,25-34,Very Conservative,Graduate Degree or Higher,Male,3.5,0,2.2,1,0,1.8,196c3eec-db61-cb59-86fb-0847a0676d35,4,46
201,0.6200000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,45-54,Moderate,Some College,Female,2.0,5,2.8,1,2,2.2,22c5e99e-cb72-3dbd-2f89-dfee8d567a44,2,64
202,1.0,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,1,35-44,Conservative,High School,Female,2.8333333333333335,1,2.0,1,2,2.2,d3bc3ada-982e-7350-56cd-0c9727842e06,1,399
207,0.56,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,1,45-54,Conservative,College,Female,2.3333333333333335,2,2.8,2,2,2.4,d7981de6-50e8-d9fd-72f1-2bb340086532,3,405
211,0.76,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,3,18-24,Liberal,High School,Female,2.3333333333333335,3,3.0,1,3,2.6,a95bfdf8-f781-3980-b1ef-cb70a370422c,1,318
216,0.8600000000000001,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,65+,Very Conservative,Some High School,Female,0.3333333333333333,1,0.4,2,0,2.8,7cbe820e-ab05-8bfb-5419-b495090f1cdb,0,242
217,0.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,2,45-54,Moderate,Some College,Female,2.0,1,3.0,2,2,2.4,36d92577-f853-f616-3360-13f21b834fa3,2,105
218,0.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,65+,Very Liberal,Some College,Male,1.8333333333333333,0,2.0,1,1,2.0,2e7db711-1d55-ff8d-9706-8156001428cd,2,87
219,1.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,4,55-64,Very Liberal,Some College,Female,1.8333333333333333,3,2.4,2,3,2.0,7a43aeba-08cd-0b2e-a9ad-98688a6b3f6f,2,234
220,0.7,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,3,35-44,Liberal,Graduate Degree or Higher,Female,1.0,3,1.8,4,3,2.8,7acf848d-5ee2-38c6-259a-b2e4bd5ee951,4,237
222,0.56,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,3,65+,Liberal,Graduate Degree or Higher,Female,1.8333333333333333,2,2.2,2,2,3.0,38d95ac0-5b0a-9b55-33d7-6cf29930ed17,4,110
223,1.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,1,55-64,Conservative,High School,Female,2.5,1,3.0,2,3,2.8,ea5cd081-402a-31ab-b696-e677b230f558,1,449
227,0.10000000000000009,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,0,45-54,Very Conservative,Graduate Degree or Higher,Female,0.0,0,1.2,2,1,2.4,eb8e8c7b-4b53-794a-646c-baa596547ca3,4,452
230,0.78,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,0,35-44,Very Conservative,College,Male,2.8333333333333335,0,2.2,1,0,2.4,3a7b0753-3854-8760-9144-315065af0f86,3,116
232,1.0,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,1,65+,Conservative,High School,Male,0.3333333333333333,4,1.8,1,3,3.4,8d50d617-a2b3-36e8-ba00-e07b86af94c0,1,272
235,0.6399999999999999,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,45-54,Very Conservative,Some College,Female,2.8333333333333335,2,2.8,1,1,2.4,3606d033-5eae-75be-ec24-e62d37786be6,2,104
237,1.0,True,Russia_False,False,74.44897959183673,82.27814569536424,0.39357429718875503,0,45-54,Very Conservative,High School,Male,0.5,2,2.4,1,2,1.4,f8dff32c-f5d1-584c-353b-c5f4d4764cf8,1,484
238,0.3799999999999999,False,Russia_False,True,74.44897959183673,82.27814569536424,0.39357429718875503,1,65+,Conservative,High School,Female,1.5,2,3.4,1,2,1.4,fce57f4c-36f4-8784-0f5b-49ceb8d40198,1,492
